timestamp,vrms,irms,pactive_w,preactive_var,papparent_va,pf,freq_hz,master_relay,master_fault,a1_valid,a1_pir,a1_night,a1_tilt,a1_relay,a1_bypass,a1_fault,a1_rssi,a1_inaI,a1_inaP_w,a1_savW,a1_cost_rs,a2_valid,a2_pir,a2_night,a2_tilt,a2_relay,a2_bypass,a2_fault,a2_rssi,a2_age_s
2026-04-02T00:26:00,232.03,0.829,187.31,44.18,192.45,0.973,50.07,1,0,1,0,1,0,1,0,0,-62,0.0432,0.22,1.19,0.002,1,1,1,0,1,0,0,-65,0
2026-04-02T00:27:00,232.56,0.791,179.31,41.19,183.98,0.975,49.96,1,0,1,1,1,0,1,0,0,-69,0.2836,1.39,0.02,0.002,1,0,1,0,1,0,0,-81,0
2026-04-02T00:28:00,231.25,0.656,147.9,33.74,151.7,0.975,49.93,1,0,1,0,1,0,1,0,0,-72,0.0382,0.21,1.2,0.003,1,0,1,0,1,0,0,-85,1
2026-04-02T00:29:00,231.28,0.672,150.74,37.4,155.31,0.971,50.05,1,0,1,1,1,0,1,0,0,-63,0.2806,1.44,0,0.003,1,0,1,0,1,0,0,-82,1
2026-04-02T00:30:00,229.89,0.566,125.94,32.76,130.13,0.968,49.82,1,0,1,1,1,0,1,0,0,-58,0.282,1.4,0.01,0.003,1,0,1,0,1,0,0,-78,1
2026-04-02T00:31:00,232.11,0.495,111.08,29.5,114.93,0.966,49.94,1,0,1,0,1,0,1,0,0,-66,0.0404,0.2,1.21,0.003,1,1,1,0,1,0,0,-67,0
2026-04-02T00:32:00,231.33,0.599,133.76,35.92,138.5,0.966,50.08,1,0,1,0,1,0,1,0,0,-69,0.0386,0.2,1.21,0.003,1,0,1,0,1,0,0,-72,1
2026-04-02T00:33:00,231.26,0.381,84.98,23.16,88.08,0.965,50.12,1,0,1,0,1,0,1,0,0,-68,0.0406,0.2,1.21,0.003,1,0,1,0,1,0,0,-81,0
2026-04-02T00:34:00,232.46,0.579,129.96,35.23,134.65,0.965,49.91,1,0,1,1,1,0,1,0,0,-66,0.2852,1.39,0.02,0.003,1,1,1,0,1,0,0,-81,0
2026-04-02T00:35:00,231.39,0.343,76.76,19.99,79.32,0.968,50.05,1,0,1,0,1,0,1,0,0,-69,0.0435,0.22,1.19,0.003,1,1,1,0,1,0,0,-85,1
2026-04-02T00:36:00,230.39,0.563,125.18,33.71,129.64,0.966,50.12,1,0,1,1,1,0,1,0,0,-58,0.277,1.42,0,0.003,1,0,1,0,1,0,0,-71,1
2026-04-02T00:37:00,230.79,0.618,137.83,37.04,142.72,0.966,50.11,1,0,1,0,1,0,1,0,0,-71,0.0414,0.2,1.21,0.003,1,0,1,0,1,0,0,-66,1
2026-04-02T00:38:00,231.67,0.562,125.89,32.95,130.13,0.967,50.06,1,0,1,1,1,0,1,0,0,-65,0.2834,1.42,0,0.003,1,0,1,0,1,0,0,-75,0
2026-04-02T00:39:00,232.3,0.488,109.48,29.56,113.4,0.965,49.85,1,0,1,1,1,1,1,0,0,-60,0.2825,1.39,0.02,0.003,1,0,1,0,1,0,0,-76,1
2026-04-02T00:40:00,231.96,0.295,65.95,18.44,68.48,0.963,50.0,1,0,1,0,1,0,1,0,0,-61,0.0392,0.21,1.2,0.003,1,0,1,0,1,0,0,-83,1
2026-04-02T00:41:00,229.74,0.53,116.91,34.41,121.87,0.959,49.94,1,0,1,0,1,0,1,0,0,-68,0.043,0.21,1.2,0.004,1,0,1,0,1,0,0,-76,1
2026-04-02T00:42:00,231.51,0.454,100.82,29.65,105.09,0.959,49.85,1,0,1,1,1,0,1,0,0,-67,0.2822,1.42,0,0.004,1,0,1,0,1,0,0,-81,0
2026-04-02T00:43:00,231.52,0.233,51.86,15.23,54.05,0.96,50.02,1,0,1,0,1,0,1,0,0,-69,0.0418,0.21,1.2,0.004,1,0,1,0,1,0,0,-74,1
2026-04-02T00:44:00,230.44,0.445,98.74,27.36,102.46,0.964,50.1,1,0,1,0,1,0,1,0,0,-62,0.0421,0.21,1.2,0.004,1,1,1,0,1,0,0,-76,1
2026-04-02T00:45:00,230.23,0.445,98.85,27.3,102.55,0.964,50.12,1,0,1,0,1,0,1,0,0,-63,0.0402,0.21,1.2,0.004,1,1,1,0,1,0,0,-87,1
2026-04-02T00:46:00,232.55,0.691,155.39,40.89,160.68,0.967,50.01,1,0,1,0,1,0,1,0,0,-65,0.0391,0.21,1.2,0.004,1,0,1,0,1,0,0,-66,0
2026-04-02T00:47:00,232.13,0.574,129.12,33.24,133.33,0.968,49.91,1,0,1,0,1,0,1,0,0,-59,0.0391,0.21,1.2,0.004,1,0,1,0,1,0,0,-81,0
2026-04-02T00:48:00,231.52,0.405,90.72,23.84,93.8,0.967,49.94,1,0,1,1,1,0,1,0,0,-68,0.2795,1.41,0,0.004,1,0,1,0,1,0,0,-78,1
2026-04-02T00:49:00,231.51,0.621,139.24,35.93,143.8,0.968,49.99,1,0,1,0,1,0,1,0,0,-62,0.0408,0.2,1.21,0.005,1,0,1,0,1,0,0,-66,1
2026-04-02T00:50:00,231.32,0.747,167.31,43.05,172.76,0.968,50.12,1,0,1,0,1,0,1,0,0,-64,0.0395,0.21,1.2,0.005,1,1,1,0,1,0,0,-78,1
2026-04-02T00:51:00,231.55,0.676,151.69,38.66,156.54,0.969,50.04,1,0,1,0,1,0,1,0,0,-65,0.0379,0.2,1.21,0.005,1,0,1,0,1,0,0,-80,1
2026-04-02T00:52:00,231.35,0.736,164.73,43.08,170.27,0.967,50.12,1,0,1,0,1,0,1,0,0,-70,0.0416,0.21,1.2,0.005,1,0,1,0,1,0,0,-68,1
2026-04-02T00:53:00,231.38,0.767,171.01,47.63,177.52,0.963,50.17,1,0,1,1,1,0,1,0,0,-65,0.2821,1.45,0,0.005,1,1,1,0,1,0,0,-86,0
2026-04-02T00:54:00,231.9,0.58,129.6,36.09,134.53,0.963,50.1,1,0,1,1,1,0,1,0,0,-66,0.2787,1.42,0,0.005,1,0,1,0,1,0,0,-74,1
2026-04-02T00:55:00,230.66,0.684,153.13,38.11,157.8,0.97,50.08,1,0,1,1,1,0,1,0,0,-71,0.2863,1.43,0,0.005,1,0,1,0,1,0,0,-83,0
2026-04-02T00:56:00,232.48,0.603,135.69,34.99,140.13,0.968,49.96,1,0,1,1,1,0,1,0,0,-62,0.2827,1.44,0,0.005,1,1,1,0,1,0,0,-81,1
2026-04-02T00:57:00,230.63,0.304,67.57,18.36,70.02,0.965,50.05,1,0,1,0,1,0,1,0,0,-70,0.0386,0.2,1.21,0.005,1,0,1,0,1,0,0,-79,1
2026-04-02T00:58:00,231.36,0.744,165.91,45.44,172.02,0.964,50.1,1,0,1,0,1,0,1,0,0,-63,0.0387,0.21,1.2,0.005,1,0,1,0,1,0,0,-80,0
2026-04-02T00:59:00,232.17,0.432,97.79,21.94,100.22,0.976,49.9,1,0,1,1,1,0,1,0,0,-65,0.2811,1.4,0.01,0.005,1,0,1,0,1,0,0,-72,1
2026-04-02T01:00:00,230.67,0.491,110.42,25.47,113.32,0.974,50.0,1,0,1,0,1,0,1,0,0,-67,0.0402,0.21,1.2,0.005,1,1,1,0,1,0,0,-75,1
2026-04-02T01:01:00,232.05,0.425,95.93,23.22,98.7,0.972,50.02,1,0,1,1,1,0,1,0,0,-72,0.2787,1.46,0,0.005,1,0,1,0,1,0,0,-67,1
2026-04-02T01:02:00,230.8,0.792,177.1,45.69,182.9,0.968,49.9,1,0,1,0,1,0,1,0,0,-61,0.0419,0.21,1.2,0.006,1,1,1,0,1,0,0,-73,0
2026-04-02T01:03:00,232.06,0.375,84.32,21.79,87.09,0.968,50.01,1,0,1,1,1,0,1,0,0,-71,0.2804,1.42,0,0.006,1,0,1,0,1,0,0,-68,0
2026-04-02T01:04:00,231.05,0.593,133.31,31.97,137.09,0.972,49.81,1,0,1,0,1,0,1,0,0,-64,0.0413,0.21,1.2,0.006,1,0,1,0,1,0,0,-65,0
2026-04-02T01:05:00,231.91,0.45,101.72,22.87,104.26,0.976,49.96,1,0,1,0,1,0,1,0,0,-62,0.0419,0.2,1.21,0.006,1,0,1,0,1,0,0,-73,0
2026-04-02T01:06:00,231.04,0.821,184.14,45.63,189.71,0.971,50.13,1,0,1,0,1,0,1,0,0,-59,0.045,0.2,1.21,0.006,1,0,1,0,1,0,0,-64,1
2026-04-02T01:07:00,231.31,0.337,75.36,19.73,77.9,0.967,50.08,1,0,1,1,1,0,1,0,0,-64,0.2858,1.36,0.05,0.006,1,0,1,0,1,0,0,-70,1
2026-04-02T01:08:00,230.82,0.667,148.25,41.65,153.99,0.963,50.03,1,0,1,0,1,0,1,0,0,-68,0.0387,0.21,1.2,0.006,1,0,1,0,1,0,0,-78,1
2026-04-02T01:09:00,232.69,0.362,80.99,23.35,84.29,0.961,50.05,1,0,1,0,1,0,1,0,0,-71,0.0405,0.2,1.21,0.006,1,0,1,0,1,0,0,-81,1
2026-04-02T01:10:00,231.42,0.628,138.94,42.24,145.22,0.957,49.88,1,0,1,0,1,0,1,0,0,-60,0.0383,0.21,1.2,0.006,1,0,1,0,1,0,0,-87,1
2026-04-02T01:11:00,231.79,0.754,167.18,51.36,174.89,0.956,49.95,1,0,1,0,1,0,1,0,0,-65,0.0424,0.21,1.2,0.007,1,0,1,0,1,0,0,-70,0
2026-04-02T01:12:00,230.62,0.656,145.01,43.03,151.26,0.959,49.95,1,0,1,1,1,0,1,0,0,-63,0.2813,1.43,0,0.007,1,0,1,0,1,0,0,-79,1
2026-04-02T01:13:00,230.79,1.145,253.67,74.45,264.37,0.96,49.97,1,0,1,0,1,0,1,0,0,-72,0.0398,0.21,1.2,0.007,1,0,1,0,1,0,0,-67,1
2026-04-02T01:14:00,231.27,0.372,82.9,23.03,86.04,0.963,50.03,1,0,1,1,1,0,1,0,0,-63,0.2757,1.41,0,0.007,1,0,1,0,1,0,0,-77,0
2026-04-02T01:15:00,231.24,0.385,85.41,24.81,88.94,0.96,49.87,1,0,1,0,1,0,1,0,0,-65,0.0382,0.2,1.21,0.007,1,0,1,0,1,0,0,-87,1
2026-04-02T01:16:00,231.44,0.839,186.6,53.65,194.16,0.961,50.04,1,0,1,0,1,0,1,0,0,-59,0.036,0.2,1.21,0.007,1,1,1,0,1,0,0,-83,1
2026-04-02T01:17:00,232.48,0.574,128.85,35.12,133.55,0.965,49.89,1,0,1,0,1,0,1,0,0,-62,0.0404,0.21,1.2,0.007,1,0,1,0,1,0,0,-65,1
2026-04-02T01:18:00,230.89,0.798,178.48,45.87,184.28,0.968,50.01,1,0,1,0,1,0,1,0,0,-59,0.0383,0.21,1.2,0.007,1,0,1,0,1,0,0,-68,1
2026-04-02T01:19:00,233.49,0.649,145.77,41.2,151.48,0.962,49.93,1,0,1,1,1,0,1,0,0,-68,0.2824,1.42,0,0.007,1,1,1,0,1,0,0,-68,1
2026-04-02T01:20:00,234.44,0.715,161.65,44.6,167.69,0.964,50.04,1,0,1,1,1,0,1,0,0,-61,0.2793,1.41,0,0.007,1,1,1,0,1,0,0,-71,1
2026-04-02T01:21:00,232.74,0.456,102.46,27.44,106.07,0.966,49.9,1,0,1,0,1,0,1,0,0,-65,0.0427,0.2,1.21,0.008,1,0,1,0,1,0,0,-81,1
2026-04-02T01:22:00,229.75,0.486,107.61,29.65,111.62,0.964,50.06,1,0,1,1,1,0,1,0,0,-62,0.2828,1.42,0,0.008,1,0,1,0,1,0,0,-82,0
2026-04-02T01:23:00,233.29,0.581,131.0,35.21,135.65,0.966,50.14,1,0,1,1,1,0,1,0,0,-60,0.2784,1.4,0.01,0.008,1,0,1,0,1,0,0,-84,0
2026-04-02T01:24:00,232.89,0.585,131.71,35.15,136.32,0.966,49.96,1,0,1,1,1,0,1,0,0,-63,0.2833,1.4,0.01,0.008,1,0,1,0,1,0,0,-78,0
2026-04-02T01:25:00,231.86,0.417,93.38,25.01,96.67,0.966,49.91,1,0,1,1,1,0,1,0,0,-63,0.2828,1.39,0.02,0.008,1,1,1,0,1,0,0,-87,1
2026-04-02T01:26:00,232.76,0.664,148.7,42.05,154.53,0.962,50.07,1,0,1,0,1,0,1,0,0,-63,0.0368,0.21,1.2,0.008,1,0,1,0,1,0,0,-84,0
2026-04-02T01:27:00,230.84,0.479,106.08,31.22,110.58,0.959,50.07,1,0,1,1,1,0,1,0,0,-71,0.2812,1.43,0,0.008,1,0,1,0,1,0,0,-68,0
2026-04-02T01:28:00,230.65,0.745,164.16,50.73,171.82,0.955,50.08,1,0,1,0,1,0,1,0,0,-62,0.0405,0.21,1.2,0.008,1,0,1,0,1,0,0,-73,0
2026-04-02T01:29:00,230.74,0.703,154.78,48.43,162.18,0.954,50.03,1,0,1,1,1,0,1,0,0,-66,0.2892,1.43,0,0.008,1,1,1,0,1,0,0,-77,1
2026-04-02T01:30:00,233.02,0.56,124.21,39.93,130.47,0.952,50.08,1,0,1,0,1,0,1,0,0,-59,0.0419,0.21,1.2,0.008,1,0,1,0,1,0,0,-71,1
2026-04-02T01:31:00,232.09,0.757,166.43,56.35,175.71,0.947,49.95,1,0,1,1,1,0,1,0,0,-62,0.279,1.39,0.02,0.008,1,0,1,0,1,0,0,-66,1
2026-04-02T01:32:00,232.12,0.263,57.67,19.72,60.95,0.946,50.04,1,0,1,1,1,0,1,0,0,-72,0.2849,1.43,0,0.008,1,0,1,0,1,0,0,-86,0
2026-04-02T01:33:00,232.37,0.708,155.19,54.83,164.59,0.943,50.17,1,0,1,0,1,0,1,0,0,-72,0.0378,0.2,1.21,0.008,1,0,1,0,1,0,0,-67,0
2026-04-02T01:34:00,231.14,0.615,133.83,47.62,142.05,0.942,50.13,1,0,1,1,1,0,1,0,0,-65,0.2846,1.42,0,0.008,1,0,1,0,1,0,0,-72,1
2026-04-02T01:35:00,231.93,0.589,128.64,46.04,136.63,0.941,50.05,1,0,1,1,1,0,1,0,0,-61,0.2837,1.42,0,0.008,1,0,1,1,1,0,0,-75,0
2026-04-02T01:36:00,232.14,0.79,172.49,62.55,183.48,0.94,49.93,1,0,1,1,1,0,1,0,0,-71,0.2783,1.43,0,0.008,1,0,1,0,1,0,0,-78,1
2026-04-02T01:37:00,231.68,0.637,139.07,49.18,147.51,0.943,50.01,1,0,1,0,1,0,1,0,0,-71,0.0421,0.2,1.21,0.008,1,0,1,0,1,0,0,-75,0
2026-04-02T01:38:00,231.24,0.577,125.74,44.91,133.52,0.942,50.07,1,0,1,1,1,0,1,0,0,-64,0.2813,1.42,0,0.008,1,0,1,0,1,0,0,-82,1
2026-04-02T01:39:00,231.77,0.533,116.53,40.9,123.5,0.944,50.04,1,0,1,0,1,0,1,0,0,-60,0.0417,0.21,1.2,0.008,1,0,1,0,1,0,0,-68,1
2026-04-02T01:40:00,230.99,0.491,107.47,36.53,113.51,0.947,49.92,1,0,1,0,1,0,1,0,0,-65,0.043,0.21,1.2,0.009,1,0,1,0,1,0,0,-86,1
2026-04-02T01:41:00,232.02,0.65,142.48,49.73,150.91,0.944,50.0,1,0,1,0,1,0,1,0,0,-59,0.0405,0.21,1.2,0.009,1,0,1,0,1,0,0,-86,1
2026-04-02T01:42:00,232.52,0.292,63.73,23.34,67.87,0.939,50.05,1,0,1,0,1,0,1,0,0,-72,0.0402,0.2,1.21,0.009,1,0,1,0,1,0,0,-74,0
2026-04-02T01:43:00,232.42,0.593,129.35,47.63,137.84,0.938,49.98,1,0,1,0,1,0,1,0,0,-67,0.0396,0.19,1.22,0.009,1,0,1,0,1,0,0,-77,1
2026-04-02T01:44:00,231.98,0.556,120.73,45.16,128.9,0.937,49.95,1,0,1,0,1,0,1,0,0,-59,0.04,0.21,1.2,0.009,1,0,1,0,1,0,0,-67,0
2026-04-02T01:45:00,232.57,0.708,154.98,55.65,164.67,0.941,49.98,1,0,1,0,1,0,1,0,0,-66,0.0391,0.21,1.2,0.009,1,0,1,0,1,0,0,-68,1
2026-04-02T01:46:00,232.74,0.384,83.95,30.56,89.34,0.94,49.91,1,0,1,0,1,0,1,0,0,-70,0.0399,0.2,1.21,0.01,1,0,1,0,1,0,0,-82,1
2026-04-02T01:47:00,232.19,0.681,149.34,51.77,158.06,0.945,50.07,1,0,1,0,1,0,1,0,0,-72,0.044,0.21,1.2,0.01,1,0,1,0,1,0,0,-67,1
2026-04-02T01:48:00,231.76,0.55,120.72,41.05,127.51,0.947,50.11,1,0,1,0,1,0,1,0,0,-67,0.0381,0.2,1.21,0.01,1,0,1,0,1,0,0,-67,0
2026-04-02T01:49:00,232.17,0.338,74.2,25.19,78.36,0.947,50.06,1,0,1,0,1,0,1,0,0,-62,0.0446,0.2,1.21,0.01,1,0,1,0,1,0,0,-70,1
2026-04-02T01:50:00,231.43,0.724,159.62,51.07,167.59,0.952,49.97,1,0,1,0,1,0,1,0,0,-59,0.0415,0.2,1.21,0.01,1,0,1,0,1,0,0,-77,0
2026-04-02T01:51:00,232.4,0.644,142.87,44.84,149.74,0.954,50.07,1,0,1,0,1,0,1,0,0,-59,0.0374,0.21,1.2,0.01,1,0,1,0,1,0,0,-74,1
2026-04-02T01:52:00,231.56,0.688,151.84,48.14,159.29,0.953,50.02,1,0,1,0,1,0,1,0,0,-67,0.0415,0.21,1.2,0.01,1,0,1,0,1,0,0,-84,0
2026-04-02T01:53:00,230.7,0.649,142.69,45.14,149.66,0.953,49.91,1,0,1,1,1,0,1,0,0,-70,0.2773,1.38,0.03,0.01,1,0,1,0,1,0,0,-71,1
2026-04-02T01:54:00,232.11,0.645,141.93,47.29,149.6,0.949,50.07,1,0,1,1,1,0,1,0,0,-72,0.2808,1.41,0,0.01,1,0,1,0,1,0,0,-68,0
2026-04-02T01:55:00,232.95,0.601,132.67,44.99,140.09,0.947,49.98,1,0,1,0,1,0,1,0,0,-64,0.04,0.2,1.21,0.011,1,0,1,0,1,0,0,-72,0
2026-04-02T01:56:00,230.73,0.282,61.61,20.9,65.06,0.947,50.01,1,0,1,0,1,0,1,0,0,-60,0.0416,0.2,1.21,0.011,1,0,1,0,1,0,0,-70,1
2026-04-02T01:57:00,231.62,0.783,172.09,57.05,181.3,0.949,49.89,1,0,1,1,1,0,1,0,0,-61,0.2856,1.41,0,0.011,1,0,1,0,1,0,0,-64,1
2026-04-02T01:58:00,232.66,0.298,65.71,22.05,69.31,0.948,50.06,1,0,1,1,1,0,1,0,0,-62,0.2778,1.43,0,0.011,1,1,1,0,1,0,0,-82,1
2026-04-02T01:59:00,232.72,0.499,110.43,36.23,116.22,0.95,50.05,1,0,1,0,1,0,1,0,0,-70,0.0437,0.2,1.21,0.011,1,0,1,0,1,0,0,-73,1
2026-04-02T02:00:00,232.22,0.662,145.62,49.21,153.71,0.947,50.04,1,0,1,0,1,0,1,0,0,-67,0.0425,0.21,1.2,0.011,1,0,1,0,1,0,0,-67,1
2026-04-02T02:01:00,231.16,0.703,153.82,52.24,162.45,0.947,50.02,1,0,1,0,1,0,1,0,0,-60,0.0425,0.2,1.21,0.011,1,0,1,0,1,0,0,-87,0
2026-04-02T02:02:00,230.94,0.579,126.77,42.89,133.83,0.947,50.02,1,0,1,0,1,0,1,0,0,-69,0.0429,0.2,1.21,0.011,1,0,1,0,1,0,0,-64,1
2026-04-02T02:03:00,232.73,0.617,135.73,47.22,143.71,0.945,50.02,1,0,1,0,1,0,1,0,0,-67,0.0404,0.21,1.2,0.011,1,0,1,0,1,0,0,-68,1
2026-04-02T02:04:00,232.2,0.424,92.78,33.17,98.53,0.942,50.07,1,0,1,1,1,0,1,0,0,-68,0.282,1.43,0,0.011,1,1,1,0,1,0,0,-66,1
2026-04-02T02:05:00,232.74,0.641,140.21,51.27,149.29,0.939,49.73,1,0,1,1,1,0,1,0,0,-61,0.2851,1.36,0.05,0.011,1,1,1,0,1,0,0,-86,1
2026-04-02T02:06:00,231.87,0.266,57.79,21.79,61.76,0.936,49.89,1,0,1,0,1,0,1,0,0,-60,0.0402,0.21,1.2,0.012,1,0,1,0,1,0,0,-73,0
2026-04-02T02:07:00,230.08,0.687,148.61,53.89,158.08,0.94,50.12,1,0,1,0,1,0,1,0,0,-66,0.043,0.21,1.2,0.012,1,0,1,0,1,0,0,-64,1
2026-04-02T02:08:00,233.45,0.563,122.96,46.33,131.4,0.936,50.04,1,0,1,0,1,0,1,0,0,-70,0.0389,0.21,1.2,0.012,1,1,1,0,1,0,0,-64,0
2026-04-02T02:09:00,232.72,0.626,136.55,51.02,145.77,0.937,50.04,1,0,1,0,1,0,1,0,0,-58,0.0398,0.21,1.2,0.012,1,0,1,0,1,0,0,-79,0
2026-04-02T02:10:00,231.95,0.576,124.92,47.14,133.52,0.936,50.09,1,0,1,1,1,0,1,0,0,-62,0.2804,1.41,0,0.012,1,0,1,0,1,0,0,-69,1
2026-04-02T02:11:00,232.44,0.568,124.05,45.18,132.02,0.94,50.03,1,0,1,0,1,0,1,0,0,-62,0.0386,0.2,1.21,0.012,1,0,1,0,1,0,0,-88,1
2026-04-02T02:12:00,231.94,0.501,109.21,39.69,116.2,0.94,50.15,1,0,1,0,1,0,1,0,0,-66,0.0394,0.21,1.2,0.012,1,0,1,0,1,0,0,-73,1
2026-04-02T02:13:00,231.88,0.821,178.72,65.31,190.28,0.939,49.84,1,0,1,1,1,0,1,0,0,-67,0.2838,1.41,0,0.012,1,0,1,0,1,0,0,-81,1
2026-04-02T02:14:00,232.54,0.637,140.06,48.53,148.23,0.945,49.95,1,0,1,1,1,0,1,0,0,-58,0.2755,1.44,0,0.012,1,0,1,0,1,0,0,-70,1
2026-04-02T02:15:00,233.29,0.596,131.68,44.45,138.98,0.947,49.94,1,0,1,1,1,0,1,0,0,-63,0.2847,1.42,0,0.012,1,1,1,0,1,0,0,-77,0
2026-04-02T02:16:00,233.26,0.453,99.66,34.92,105.6,0.944,50.02,1,0,1,1,1,0,1,0,0,-60,0.284,1.39,0.02,0.012,1,0,1,0,1,0,0,-76,1
2026-04-02T02:17:00,231.7,0.546,119.33,42.07,126.53,0.943,50.08,1,0,1,1,1,0,1,0,0,-63,0.2786,1.42,0,0.012,1,1,1,0,1,0,0,-85,0
2026-04-02T02:18:00,232.62,0.469,103.37,34.8,109.07,0.948,49.95,1,0,1,0,1,0,1,0,0,-70,0.042,0.21,1.2,0.013,1,0,1,0,1,0,0,-66,1
2026-04-02T02:19:00,233.43,0.855,190.13,60.98,199.67,0.952,50.14,1,0,1,0,1,0,1,0,0,-63,0.0404,0.21,1.2,0.013,1,0,1,0,1,0,0,-78,1
